date,revenue,marketing_spend,website_traffic,ad_clicks,conversion_rate,discount_rate,returns_pct,support_tickets,customer_satisfaction,churn_rate,employee_count,avg_temperature_c
2024-02-13,47075.56,3368.08,8643.0,3670.0,0.0307,0.0537,0.0318,60.0,3.99,0.0655,60.0,28.4
2024-05-10,33230.16,3230.21,6529.0,2576.0,0.0274,0.1131,0.057,64.0,4.03,0.0599,60.0,28.2
2024-01-31,31525.94,3958.96,9626.0,3969.0,0.0188,0.0778,0.0615,57.0,4.06,0.0695,60.0,25.8
2024-12-15,40446.36,3545.82,9031.0,3908.0,0.0251,0.0561,0.0364,58.0,3.99,0.0574,59.0,22.4
2024-04-24,36314.87,3440.77,7798.0,3101.0,0.0251,0.0977,0.0574,65.0,3.92,0.0646,57.0,28.4
2025-01-25,33246.82,2512.67,6383.0,2604.0,0.0289,0.1032,0.0581,53.0,4.07,0.0498,63.0,26.1
2024-12-21,29652.94,3153.34,6849.0,2821.0,0.0245,0.0892,0.0512,59.0,3.99,0.0593,62.0,20.9
2025-08-15,34586.69,3598.96,7960.0,3482.0,0.024,0.0633,0.052,60.0,3.97,0.063,64.0,15.5
2025-08-24,31047.34,2721.51,5539.0,2533.0,0.0304,0.0848,0.0516,30.0,4.33,0.0596,66.0,17.1
2025-03-03,37952.61,4122.45,10099.0,4265.0,0.0205,0.0832,0.0431,35.0,4.42,0.0524,66.0,29.0
2024-09-26,28544.27,2709.07,7035.0,2959.0,0.0232,0.1138,0.0575,65.0,3.84,0.0668,63.0,12.4
2024-08-12,36946.12,2860.01,6078.0,2476.0,0.0338,0.0552,0.0382,60.0,4.25,0.0617,61.0,15.8
2025-08-05,32454.29,2908.42,6195.0,2832.0,0.0279,0.0664,0.0458,52.0,3.68,0.0771,64.0,16.3
2024-05-01,32418.6,3460.11,7336.0,3063.0,0.0245,0.053,0.0494,42.0,3.97,0.0681,61.0,29.6
2025-09-15,35780.24,2647.73,6548.0,2769.0,0.0294,0.1645,0.0819,65.0,4.06,0.0582,61.0,11.5
2025-08-20,28416.59,3224.0,6032.0,2316.0,0.0255,0.1175,0.0668,63.0,4.13,0.064,66.0,13.5
2025-08-18,40463.19,2799.84,7314.0,3142.0,0.0304,0.0991,0.0485,56.0,4.07,0.0686,63.0,16.6
2024-01-29,32459.52,3340.96,8025.0,3410.0,0.022,0.076,0.046,49.0,4.18,0.0563,58.0,28.5
2024-05-09,37237.1,3046.14,7516.0,3102.0,0.0265,0.034,0.038,50.0,4.33,0.0658,63.0,28.9
2024-12-22,28786.38,3161.06,6071.0,2630.0,0.0251,0.0889,,59.0,4.14,0.0548,60.0,20.9
2025-09-30,31221.08,,8001.0,3144.0,0.0208,0.0954,0.0415,47.0,4.05,0.0601,66.0,12.4
2024-05-17,38007.52,3630.83,7710.0,3267.0,0.0276,0.1015,0.0539,65.0,3.87,0.065,61.0,26.7
2025-08-03,32811.89,2178.56,4477.0,1991.0,0.0401,0.1407,0.0626,73.0,3.86,0.0644,63.0,20.6
2025-04-05,29188.01,3693.17,9373.0,3805.0,0.0168,0.1196,0.0637,66.0,4.18,0.0613,64.0,31.4
2024-07-29,33117.77,3223.08,7471.0,3127.0,0.024,0.0575,0.0486,60.0,3.89,0.0736,64.0,16.1
2024-12-23,35505.47,3180.84,5991.0,2628.0,0.0343,0.1164,0.0698,73.0,3.95,0.0643,62.0,23.1
2025-08-19,37870.66,2761.6,6705.0,2757.0,0.0304,0.1075,0.0591,66.0,4.08,0.0679,62.0,14.5
2025-02-05,43567.16,3460.05,7518.0,3027.0,0.032,0.0965,0.0661,60.0,4.0,0.0736,63.0,27.5
2024-02-21,27178.41,3548.96,7824.0,3352.0,0.0193,0.0688,0.0275,36.0,4.5,0.051,60.0,27.4
2024-02-10,39875.74,3530.17,9237.0,3812.0,0.0246,0.1251,0.0754,76.0,4.01,0.0499,58.0,30.2
2025-04-09,41664.51,3191.25,8791.0,3686.0,0.026,0.0717,,62.0,,0.0603,66.0,30.3
2025-05-09,21985.46,3409.44,6916.0,2931.0,0.018,0.1497,0.062,58.0,3.78,0.0778,66.0,31.5
2024-12-16,39026.24,3165.19,7392.0,2870.0,0.0283,0.1089,0.0565,61.0,3.96,0.074,57.0,16.7
2024-11-13,40881.99,2587.52,6592.0,2794.0,0.0336,0.0634,0.0413,53.0,4.02,0.0586,64.0,15.8
2024-07-23,33815.71,2220.25,5744.0,2556.0,0.0322,0.1032,0.0532,56.0,4.16,0.0556,62.0,18.5
2024-01-09,26094.8,3052.19,5698.0,2222.0,0.0266,0.0683,0.0276,43.0,4.26,0.0516,59.0,23.6
2025-06-21,31690.42,3690.93,8673.0,3632.0,0.0204,0.0871,0.05,48.0,4.22,0.0637,67.0,23.7
2025-04-24,18938.16,4471.36,9786.0,4014.0,0.0107,0.0658,0.0408,44.0,4.31,0.0664,64.0,29.9
2025-12-17,53475.07,2640.44,8113.0,3465.0,0.0362,0.1157,0.0712,69.0,4.0,0.0626,67.0,21.9
2024-10-31,38435.91,2752.44,6032.0,2407.0,0.0348,0.1009,0.0488,66.0,4.08,0.0565,61.0,16.1
2025-03-28,16894.35,4262.42,8532.0,3650.0,0.0115,0.0728,0.0346,54.0,4.08,0.0603,59.0,31.3
2025-09-04,43582.3,2389.45,6152.0,2347.0,0.0376,0.0837,0.0436,53.0,4.02,0.062,64.0,13.1
2024-10-25,42915.56,2138.13,5345.0,2121.0,0.0421,0.0981,0.0449,45.0,4.13,0.0544,61.0,12.6
2024-09-28,26078.28,2819.68,5992.0,2513.0,0.0246,0.0889,0.061,53.0,4.04,0.0597,63.0,12.1
2025-05-24,31990.64,3614.38,9247.0,3979.0,0.0184,0.116,0.0724,65.0,3.95,0.0677,65.0,28.0
2024-10-18,32726.95,2786.9,6769.0,2769.0,0.0266,0.0893,0.0468,60.0,4.03,0.0568,64.0,13.2
2024-03-20,31473.34,3314.39,7640.0,3391.0,0.023,0.1086,0.0601,50.0,4.06,0.0542,60.0,29.6
2024-12-05,31131.66,3174.12,7152.0,2950.0,0.0241,0.0682,0.0454,55.0,3.89,0.0807,63.0,16.6
2024-02-19,27252.29,3341.89,6473.0,2735.0,0.0234,0.0571,0.025,31.0,4.25,0.0576,62.0,32.4
2024-09-07,39326.86,2604.55,6559.0,2685.0,0.0322,0.1225,0.0453,50.0,4.13,0.0622,62.0,14.4
2024-05-27,37847.44,3239.6,7155.0,3028.0,0.0289,0.0631,0.044,43.0,4.1,0.065,64.0,26.9
2025-11-30,,3002.92,7502.0,3061.0,0.0266,0.1182,0.0545,48.0,4.07,0.0667,66.0,15.6
2024-02-27,24272.96,3878.35,8319.0,3651.0,0.0162,0.1209,0.0705,52.0,4.33,0.0585,60.0,30.4
2025-01-27,31195.51,3169.32,6605.0,2738.0,0.026,0.0989,0.0512,47.0,4.12,0.062,61.0,26.3
2025-09-18,29610.25,2716.58,6089.0,2546.0,0.025,0.1268,0.0479,58.0,4.12,0.0598,65.0,11.5
2024-02-25,32359.36,3122.86,7320.0,3100.0,0.0243,0.0919,0.0606,53.0,4.04,0.0638,58.0,29.2
2024-12-04,44652.39,3358.84,8702.0,3587.0,0.0287,0.1419,0.0725,72.0,3.49,0.073,62.0,18.4
2025-11-19,36477.3,2847.53,7402.0,3065.0,0.0262,0.101,0.0486,48.0,4.31,0.0687,65.0,18.1
2025-12-23,35938.7,2432.26,5794.0,2210.0,0.0337,0.0602,0.0515,57.0,4.1,0.0624,67.0,23.6
2024-12-28,32468.63,3472.39,8386.0,3669.0,0.0215,0.124,0.0624,62.0,4.0,0.0657,61.0,21.2
2024-12-18,35711.23,2850.58,6977.0,2963.0,0.0282,0.1096,0.0808,56.0,3.84,0.0662,63.0,22.2
2025-03-18,30984.33,3690.99,8050.0,3453.0,0.0209,0.0732,0.0603,63.0,4.06,0.0616,59.0,31.2
2024-01-26,39395.31,3053.52,7905.0,3223.0,0.0275,0.1691,0.0919,65.0,3.7,0.0663,63.0,25.9
2025-04-22,29885.65,3166.65,6496.0,2589.0,0.0252,0.0893,0.0448,60.0,3.92,0.0706,61.0,28.2
2024-06-23,45206.49,2681.45,5829.0,2482.0,0.0413,0.0885,0.0688,63.0,3.84,0.0706,64.0,25.2
2024-12-13,33550.64,3222.09,9547.0,4010.0,0.0193,0.0914,0.0414,63.0,3.98,0.0628,65.0,18.5
2024-02-29,39264.57,3702.28,8043.0,3146.0,0.0256,0.0903,0.042,70.0,3.97,0.0616,62.0,29.0
2024-06-02,29937.8,3086.13,6117.0,2579.0,0.0264,0.1105,0.0437,57.0,3.98,0.0569,58.0,27.2
2025-04-04,45129.97,3574.2,7821.0,3109.0,0.0318,0.101,0.0594,59.0,3.93,0.0692,60.0,28.3
2024-06-10,34689.3,2955.96,6375.0,2683.0,0.0309,0.0893,0.054,65.0,3.94,0.0653,61.0,27.8
2024-09-01,27511.5,3494.72,6991.0,2965.0,0.0221,0.122,0.0811,64.0,3.8,0.0695,59.0,15.9
2024-06-07,29158.72,3052.87,4994.0,2136.0,0.0335,0.0965,0.0427,59.0,4.04,0.0754,60.0,26.7
2024-11-09,38890.44,2965.81,6920.0,3111.0,0.0303,0.0841,0.042,52.0,4.05,0.062,61.0,14.1
2025-07-28,32664.03,3122.27,6919.0,2920.0,0.0246,0.0759,0.0578,49.0,3.87,0.0657,64.0,19.8
2025-01-19,38830.23,2719.95,6478.0,2563.0,0.0305,0.0746,0.0582,64.0,,0.0643,61.0,25.8
2025-01-12,34023.1,2529.87,5418.0,2245.0,0.0345,0.1222,0.0713,56.0,3.94,0.0704,62.0,21.3
2025-03-22,25370.63,3945.34,7992.0,3361.0,0.0172,0.1193,0.0572,59.0,4.19,0.0709,65.0,31.2
2025-11-10,42255.51,2903.38,7137.0,3148.0,0.0313,0.038,0.0336,61.0,4.02,0.0616,66.0,14.2
2025-09-26,35414.21,2746.52,6140.0,2590.0,0.0306,0.0856,0.0535,60.0,3.74,0.0658,67.0,13.9
2024-02-24,36860.34,3177.36,7228.0,2834.0,0.0282,0.1183,0.0805,57.0,4.03,0.0602,61.0,28.9
2025-07-17,28450.78,2854.36,4934.0,2064.0,0.0299,0.0953,0.0458,51.0,3.88,0.0642,64.0,19.4
2025-06-06,27653.48,3848.55,7790.0,3275.0,0.0192,0.1026,0.0562,35.0,4.21,0.0668,64.0,25.4
2024-06-17,43079.51,3111.95,7485.0,3189.0,0.0317,0.1546,0.0755,59.0,3.98,0.0617,62.0,22.7
2025-01-16,35895.12,3717.8,7975.0,3351.0,0.0234,0.0838,0.0779,45.0,4.1,0.0746,64.0,25.4
2025-06-09,32281.43,3208.48,6772.0,2810.0,0.0262,0.0821,0.0611,40.0,4.15,0.0702,64.0,23.9
2025-01-26,39553.33,3346.87,7527.0,3189.0,0.0284,0.0947,0.0266,30.0,4.43,0.0689,62.0,25.3
2024-11-15,35741.19,2429.48,6223.0,2789.0,0.0325,0.0638,0.0424,71.0,4.04,0.0704,65.0,13.4
2024-01-25,36546.26,3020.18,8364.0,3606.0,0.0243,0.0524,0.0375,47.0,4.04,0.0608,63.0,25.1
2025-03-06,27141.52,3166.77,6251.0,2748.0,0.0236,0.1388,0.0692,62.0,4.04,0.0557,63.0,29.3
2025-12-12,28130.16,3398.31,7905.0,3191.0,0.0184,0.1119,0.064,49.0,3.95,0.0631,62.0,19.0
2025-08-01,26765.03,2944.68,4578.0,1804.0,0.0319,0.0766,0.0529,61.0,4.27,0.0667,63.0,17.0
2024-01-19,34342.76,3436.55,7388.0,3056.0,0.0261,0.0393,0.0236,49.0,4.28,0.0569,58.0,26.4
2025-07-29,22625.65,2540.87,4089.0,1806.0,0.0298,0.1147,0.0808,50.0,3.95,0.0631,66.0,16.3
2024-11-08,40592.73,3417.9,8211.0,3293.0,0.0279,0.1181,0.064,58.0,3.84,0.0721,65.0,13.0
2024-09-11,42146.99,2639.05,6550.0,2629.0,0.0349,0.0434,0.0383,54.0,4.13,0.0647,63.0,14.6
2025-09-23,34815.88,3748.63,8981.0,3847.0,0.0217,0.0111,0.0112,52.0,4.12,0.0677,61.0,13.5
2024-03-28,45287.5,3438.07,7884.0,3215.0,0.0312,0.1541,0.0708,52.0,4.21,0.0605,61.0,29.3
2025-01-23,40894.63,3404.47,7910.0,3276.0,0.029,0.0757,0.0315,55.0,3.95,0.0614,63.0,27.0
2025-01-17,37449.48,2705.68,5448.0,2394.0,0.0368,0.1206,0.0652,58.0,4.02,0.0704,63.0,23.4
2025-06-26,40388.13,3343.84,7219.0,3084.0,0.0315,0.1202,0.0639,65.0,4.06,0.0711,64.0,20.0
2024-08-10,28438.7,2899.91,7102.0,2918.0,0.0222,0.0828,0.0485,57.0,4.05,0.0663,63.0,15.6
2025-04-14,32106.61,3241.75,6489.0,2813.0,0.0274,0.0743,0.0463,62.0,3.76,0.0608,63.0,32.0
2024-08-06,26007.53,2804.46,6854.0,2792.0,0.0205,0.111,0.0707,65.0,3.91,0.0575,63.0,18.8
2025-08-09,37632.68,2578.65,5979.0,2591.0,0.0344,0.1072,0.0534,58.0,4.16,0.0638,63.0,16.3
2025-12-11,30563.93,3141.07,6622.0,2679.0,0.0243,0.1123,0.0624,56.0,4.04,0.0587,66.0,19.5
2025-01-13,21631.95,3799.72,9382.0,4118.0,0.0128,0.0941,0.0431,45.0,4.29,0.069,62.0,25.5
2025-12-05,30299.8,3472.72,7940.0,3408.0,0.0206,0.064,0.0495,61.0,3.92,0.06,66.0,17.7
2025-02-19,29115.64,3537.27,8419.0,3317.0,0.019,0.1145,0.0513,44.0,4.3,0.0629,61.0,29.9
2024-07-12,28493.94,3517.69,7375.0,3051.0,0.0208,0.1648,0.082,74.0,3.92,0.0745,58.0,23.1
2025-12-16,36603.92,2755.04,6691.0,2816.0,0.0306,0.1339,0.0643,63.0,3.98,0.0686,68.0,16.4
2025-10-23,52105.12,2886.08,7877.0,3314.0,0.0349,0.1013,0.0472,59.0,4.23,0.068,62.0,13.2
2024-03-07,39509.45,3267.02,8177.0,3578.0,0.0267,0.1269,0.0687,78.0,3.83,0.0657,60.0,29.8
2025-06-19,29585.01,3524.98,7753.0,3303.0,0.0213,0.1135,0.0607,42.0,4.2,0.0612,62.0,22.6
2024-03-12,28529.58,3007.58,6047.0,2577.0,0.0248,0.1244,0.0611,58.0,4.05,0.0628,62.0,30.2
2025-03-15,30148.81,3707.25,7882.0,3181.0,0.0208,0.1264,0.0505,47.0,3.81,0.0668,64.0,31.4
2025-10-28,38216.01,2342.72,6199.0,2868.0,0.0343,0.1215,0.0715,62.0,3.9,0.0766,65.0,15.7
2025-08-29,40037.25,3172.86,7586.0,3302.0,0.0285,0.0392,0.0376,51.0,4.33,0.0627,66.0,14.8
2024-01-16,35318.75,2807.32,7298.0,3046.0,0.0287,0.0446,0.0381,63.0,3.93,0.0639,60.0,24.8
2025-11-02,38499.78,3022.15,6681.0,3086.0,0.0303,0.1035,0.0577,45.0,4.05,0.0586,66.0,12.5
2025-11-25,35391.2,2753.28,6601.0,2799.0,0.0305,0.0804,0.0605,56.0,3.82,0.071,64.0,18.1
2025-04-02,32340.69,3286.81,7709.0,3361.0,0.0231,0.1447,0.0605,48.0,4.14,0.0641,64.0,30.5
2024-12-24,29118.86,2791.27,7047.0,3018.0,0.0231,0.0707,0.0529,59.0,3.9,0.062,63.0,21.6
2025-02-23,21297.57,3960.71,9453.0,3775.0,0.0131,0.0225,0.0236,47.0,3.98,0.058,60.0,32.2
2024-05-15,40120.64,2990.81,7548.0,3225.0,0.0302,0.0575,0.0497,56.0,4.04,0.0644,57.0,30.2
2025-08-12,29282.72,3539.53,8823.0,3571.0,0.0186,0.1224,0.0662,45.0,4.11,0.0558,66.0,16.2
2024-01-30,27393.59,3353.76,7891.0,3336.0,0.0185,0.1028,0.039,55.0,4.35,0.0673,63.0,28.4
2024-06-30,34132.53,3160.36,7506.0,3213.0,0.0254,0.175,0.0739,55.0,3.79,0.0672,61.0,22.0
2024-08-15,35839.5,3471.16,9542.0,4038.0,0.0208,0.1112,0.0719,69.0,4.02,0.067,63.0,14.7
2025-11-13,22106.29,3414.57,6392.0,3009.0,0.0196,0.1535,0.064,56.0,4.2,0.0562,65.0,17.1
2024-04-14,36883.83,3105.34,6487.0,2612.0,0.0316,0.092,,60.0,4.18,0.0742,66.0,31.8
2024-11-17,41897.33,2785.75,6351.0,2679.0,0.037,0.1077,0.0528,58.0,3.92,0.0639,62.0,15.3
2024-09-25,27397.02,2727.89,6515.0,2745.0,0.0234,0.1077,0.0594,56.0,4.24,0.0698,65.0,12.3
2025-01-30,38546.3,3402.27,7408.0,3028.0,0.028,0.0948,0.0603,51.0,4.05,0.066,65.0,27.2
2025-03-26,30982.44,3531.56,6800.0,2763.0,0.025,0.1198,0.0488,68.0,,0.0682,62.0,30.6
2025-03-07,26788.93,3700.49,7870.0,3212.0,0.0183,0.1301,0.0617,61.0,3.69,0.0644,63.0,30.4
2025-03-04,23133.69,3040.12,5012.0,1917.0,0.0245,0.0862,0.0445,58.0,4.01,0.0653,65.0,28.3
2024-08-29,40450.62,2725.92,6322.0,2596.0,0.0349,0.0505,0.0373,54.0,3.73,0.0663,61.0,15.1
2025-04-23,37963.02,3566.53,9745.0,4012.0,0.0223,0.0925,0.0471,53.0,3.93,0.0677,63.0,30.3
2025-05-30,32349.27,3540.97,7928.0,3422.0,0.0219,0.1106,0.0578,67.0,3.9,0.066,58.0,25.7
2024-07-22,42997.56,3169.23,8523.0,3795.0,0.0275,0.0878,0.0636,58.0,3.82,0.0661,61.0,19.0
2025-10-13,27828.24,2807.67,4260.0,1849.0,0.0343,0.1384,0.0766,68.0,3.86,0.0668,68.0,14.2
2024-03-24,34994.0,3295.51,7029.0,2939.0,0.0287,0.0869,0.0442,58.0,3.84,0.0608,60.0,29.7
2024-04-28,33548.05,3966.41,8074.0,3125.0,0.0235,0.1325,0.0688,64.0,3.74,0.0778,60.0,30.7
2024-04-06,37992.49,2974.16,6878.0,2801.0,0.031,0.0417,0.0372,39.0,4.04,0.0619,62.0,32.8
2024-06-15,29970.6,3505.29,7269.0,2772.0,0.0235,0.0978,0.0273,49.0,3.96,0.0763,60.0,24.8
2025-03-19,25107.72,4028.59,7953.0,3325.0,0.0177,0.0585,0.0346,45.0,3.98,0.063,64.0,33.0
2024-07-08,24697.7,3609.65,6493.0,2644.0,0.0216,0.0941,0.0574,60.0,3.67,0.0792,61.0,21.8
2025-10-25,39347.13,2778.47,6871.0,2894.0,0.0312,0.1086,0.0399,61.0,4.1,0.0594,63.0,13.1
2025-08-31,51772.48,2309.44,7826.0,3350.0,0.0372,0.1529,0.0686,69.0,3.84,0.0711,62.0,14.6
2024-04-02,34236.29,3288.62,6490.0,2656.0,0.0295,0.0402,0.0519,48.0,4.08,0.0475,59.0,30.2
2025-01-01,28907.99,2891.3,7968.0,3450.0,0.0207,0.1528,0.081,57.0,4.24,0.057,62.0,21.1
2024-11-11,36310.79,2717.91,5705.0,2432.0,0.0345,0.0719,0.0488,50.0,4.41,0.0598,61.0,16.6
2024-09-18,39180.76,2621.03,7401.0,2941.0,0.0302,0.1848,0.0785,66.0,3.83,0.0687,61.0,15.6
2024-12-27,34340.65,3249.37,7356.0,3182.0,0.0251,0.109,0.057,53.0,3.95,0.0707,65.0,20.2
2024-05-18,26961.97,4031.84,8289.0,3671.0,0.0184,0.1623,0.0739,65.0,3.87,0.0718,60.0,26.2
2025-10-09,37063.65,2256.67,5704.0,2270.0,0.0364,0.0769,0.0452,52.0,4.08,0.0616,65.0,12.6
2024-10-03,36007.03,2443.58,6435.0,2538.0,0.0318,0.1277,0.056,47.0,3.93,0.0642,62.0,10.9
2024-02-26,24817.67,3254.54,7394.0,3020.0,0.0191,0.0937,0.0486,39.0,4.3,0.0636,61.0,30.9
2025-12-25,43797.77,2921.96,7933.0,3123.0,0.0302,0.1306,0.0661,58.0,4.21,0.0567,64.0,22.3
2025-03-05,34778.12,3664.96,6963.0,2990.0,0.028,0.0822,0.0481,45.0,4.12,0.066,61.0,30.6
2024-03-29,29083.29,3602.81,8204.0,3512.0,0.0198,0.0764,0.071,57.0,4.12,0.0696,58.0,29.0
2025-08-08,56916.64,3694.61,9619.0,3921.0,0.0316,0.121,0.0636,77.0,4.05,0.0693,61.0,16.1
2025-06-08,28318.19,3860.64,7869.0,3211.0,0.0188,0.0625,0.0629,59.0,3.93,0.068,62.0,27.6
2024-10-07,27878.78,2882.22,5700.0,2347.0,0.0273,0.063,0.0258,61.0,4.29,0.068,64.0,11.1
2025-01-05,40673.33,3184.65,8136.0,3507.0,0.0276,0.1068,0.0661,65.0,3.86,0.0622,63.0,22.0
2024-05-19,30851.02,4348.24,9290.0,3774.0,0.0185,0.0827,0.0316,42.0,3.97,0.0745,63.0,27.5
2024-12-26,26362.41,3054.54,6521.0,2486.0,0.0207,0.1127,,55.0,4.27,0.0525,61.0,20.6
2025-11-05,26823.72,3231.74,6853.0,2782.0,0.0213,0.0673,0.0439,53.0,3.78,0.0616,68.0,13.7
2024-10-14,35811.74,2743.22,6219.0,2650.0,0.0314,0.1164,0.0687,70.0,3.97,0.0753,60.0,9.6
2025-10-04,38515.32,3575.71,8260.0,3384.0,0.0261,0.0697,0.0404,61.0,3.94,0.067,66.0,15.3
2025-02-01,39935.28,3446.79,7625.0,3328.0,0.0292,0.0802,0.035,41.0,3.99,0.0577,65.0,26.9
2025-02-21,27503.47,3942.38,8289.0,3698.0,0.0178,0.0974,0.0625,60.0,4.0,0.0694,65.0,30.1
2024-12-06,39138.16,2165.72,5241.0,2196.0,0.0409,0.1099,0.031,48.0,4.13,0.0669,62.0,18.9
2024-12-31,33789.23,3662.79,9074.0,3892.0,0.0199,0.096,0.0561,48.0,3.88,0.0642,65.0,21.4
2024-01-24,53259.43,3109.28,8736.0,3709.0,0.034,0.0324,0.0468,43.0,4.24,0.0687,62.0,26.3
2024-12-11,41797.4,2279.33,5784.0,2199.0,0.0394,0.0762,0.058,62.0,3.76,0.0635,65.0,20.3
2024-06-13,24711.61,3485.05,7524.0,3183.0,0.0184,0.1402,0.0747,57.0,3.58,0.0748,61.0,26.5
2025-11-18,34205.8,3527.07,8645.0,3743.0,0.0206,0.0835,0.0581,59.0,4.07,0.0597,65.0,18.0
2024-11-30,40950.57,2940.25,6277.0,2414.0,0.0362,0.0718,0.0393,61.0,4.25,0.0563,64.0,17.7
2024-11-06,32944.95,3210.63,6515.0,2682.0,0.0281,0.1458,0.0821,72.0,3.78,0.058,62.0,16.4
2025-10-27,55669.7,2307.81,7144.0,3024.0,0.0412,0.0982,0.0681,63.0,4.12,0.0703,63.0,14.8
2024-05-08,36811.75,3150.24,5621.0,2243.0,0.0354,0.0975,0.045,48.0,4.14,0.061,61.0,29.3
2024-12-19,37860.68,3342.35,7566.0,3177.0,0.0277,0.1784,0.06,57.0,4.0,0.0713,63.0,18.9
2025-05-13,44946.82,2805.02,6997.0,2904.0,0.0351,0.0959,0.0588,59.0,4.2,0.0615,67.0,28.5
2025-12-03,31300.12,2731.67,5722.0,2560.0,0.0303,0.1031,0.0571,62.0,4.08,0.055,68.0,18.2
2024-08-28,28290.06,2455.35,5693.0,2256.0,0.0274,0.0575,0.0291,44.0,4.04,0.0665,60.0,15.2
2025-04-03,34219.02,3699.65,8650.0,3595.0,0.0222,0.1514,0.085,65.0,4.1,0.062,62.0,30.0
2024-11-14,35882.91,3183.06,6465.0,2581.0,0.0298,0.0784,0.0582,66.0,3.78,0.068,62.0,14.2
2025-08-30,35332.77,3059.4,7533.0,3160.0,0.0264,0.1391,0.0714,58.0,4.02,0.0641,62.0,15.3
2024-09-19,45883.38,2794.46,7966.0,3266.0,0.0322,0.0833,0.058,57.0,3.95,0.0713,60.0,12.6
2024-04-08,42348.68,3576.48,8909.0,3839.0,0.0261,0.0746,0.0537,53.0,4.11,0.0627,59.0,32.2
2025-07-02,49911.72,3465.74,8029.0,3515.0,0.0332,0.0286,0.045,54.0,3.98,0.0631,61.0,24.4
2025-07-19,30636.02,3368.65,8240.0,3284.0,0.0195,0.1483,0.0908,63.0,4.1,0.0786,64.0,19.1
2025-10-02,26494.08,2333.0,4488.0,1916.0,0.031,0.0845,0.0418,56.0,4.01,0.0631,65.0,14.1
2024-03-30,18738.75,3591.57,7053.0,3010.0,0.0141,0.0834,0.041,51.0,4.12,0.0524,60.0,32.1
2024-07-21,31116.12,2981.64,7799.0,3263.0,0.0215,0.0526,0.0399,56.0,3.84,0.0676,60.0,19.4
2024-01-04,32159.03,3351.03,7382.0,3155.0,0.0246,0.1252,0.0569,63.0,4.04,0.0575,60.0,22.8
2024-09-12,49944.58,2995.11,7397.0,3122.0,0.0385,0.1856,0.073,78.0,3.97,0.0724,62.0,14.7
2024-11-27,50884.47,3133.26,8303.0,3486.0,0.0338,0.0911,0.0463,43.0,3.89,0.0747,59.0,16.6
2025-07-03,40982.95,3443.79,7524.0,3235.0,0.0291,0.1111,0.0695,62.0,4.04,0.0559,65.0,24.3
2025-11-20,38019.97,2865.01,6679.0,2821.0,0.0309,0.0913,0.0641,63.0,3.62,0.0645,64.0,16.2
2025-12-20,34782.03,2851.19,6158.0,2541.0,0.0317,0.1258,0.0538,52.0,4.06,0.0705,64.0,16.9
2024-05-26,48868.47,3079.84,7034.0,3015.0,0.0383,0.0419,0.0323,54.0,4.04,0.0618,62.0,26.3
2025-03-21,32630.69,3053.21,5716.0,2261.0,0.0323,0.0382,0.0269,49.0,3.92,0.0623,63.0,28.4
2024-01-20,28232.58,3118.55,6399.0,2892.0,0.0251,0.1048,0.044,54.0,4.26,0.0614,60.0,26.4
2024-11-24,39824.92,2481.87,6062.0,2582.0,0.0354,0.1261,0.0561,59.0,4.0,0.0588,62.0,19.7
2025-07-08,39247.53,3149.05,7217.0,3222.0,0.0306,0.1486,0.0682,68.0,4.21,0.0616,63.0,20.9
2024-09-17,36305.68,2632.08,6934.0,3038.0,0.0295,0.1473,0.0868,72.0,3.83,0.0661,63.0,13.0
2024-10-25,42915.56,2138.13,5345.0,2121.0,0.0421,0.0981,0.0449,45.0,4.13,0.0544,61.0,12.6
2024-11-01,44752.97,2409.25,5836.0,2434.0,0.0428,0.0299,0.0234,34.0,4.19,0.0667,64.0,14.1
2024-12-30,33499.79,3093.25,6543.0,2643.0,0.0286,0.106,0.0552,59.0,4.0,0.0736,62.0,22.5
2024-10-17,46042.64,2642.98,6529.0,2649.0,0.0388,0.104,0.0308,47.0,4.11,0.0633,60.0,14.4
2024-07-09,29313.13,3628.67,7777.0,3206.0,0.0206,0.0516,0.037,45.0,4.2,0.0673,59.0,19.0
2025-06-11,35224.23,3397.39,7584.0,3093.0,0.0247,0.1118,0.0495,64.0,3.81,0.0676,64.0,26.5
2025-11-15,42649.97,2834.29,7696.0,3146.0,0.0301,0.1202,0.0591,50.0,4.13,0.0636,66.0,14.4
2024-07-15,24653.49,3212.34,7146.0,3048.0,0.0194,0.0967,0.0449,55.0,4.0,0.0762,61.0,20.8
2024-05-20,29491.77,3468.76,7967.0,3339.0,0.0197,0.0833,0.0386,51.0,3.98,0.0725,59.0,27.0
2024-03-23,39733.02,,7643.0,3239.0,0.0275,0.1996,0.1007,73.0,4.28,0.0558,61.0,30.1
2024-05-02,43229.19,3471.35,8475.0,3626.0,0.0288,0.1147,0.0471,50.0,4.34,0.0525,62.0,28.7
2025-09-13,36720.2,2879.06,7132.0,3042.0,0.0278,0.0621,0.0387,52.0,4.23,0.0552,67.0,15.6
2024-04-20,34586.65,3575.56,9460.0,3976.0,0.0203,0.0845,0.0672,68.0,3.58,0.0748,62.0,31.4
2024-03-25,32666.62,3011.9,6419.0,2860.0,0.0284,0.1025,0.0657,71.0,3.7,0.072,63.0,32.0
2025-10-19,28823.79,2943.52,5929.0,2503.0,0.0261,0.1732,0.0729,75.0,3.98,0.0685,66.0,12.6
